country,year,iso_code,population,gdp,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy
Turkmenistan,1996,TKM,4263771.0,13366624256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,1997,TKM,4336684.0,11995996160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,1998,TKM,4410461.0,12945784832.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,1999,TKM,4492116.0,15251900416.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2000,TKM,4582628.0,18299209728.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2001,TKM,4675373.0,22282743808.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2002,TKM,4769411.0,26092439552.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2003,TKM,4863821.0,30907678720.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2004,TKM,4958043.0,35857575936.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2005,TKM,5052212.0,41000509440.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2006,TKM,5147061.0,46020001792.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2007,TKM,5243998.0,51693703168.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2008,TKM,5344980.0,60001292288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2009,TKM,5451545.0,64409214976.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2010,TKM,5564305.0,71115153408.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2011,TKM,5683365.0,82520293376.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2012,TKM,5808503.0,87581261824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2013,TKM,5939302.0,87286120448.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2014,TKM,6075239.0,90639646720.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2015,TKM,6215727.0,93346144256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2016,TKM,6359994.0,92434153472.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2017,TKM,6507023.0,96785031168.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2018,TKM,6655474.0,97638670336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2019,TKM,6803896.0,94329708544.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2020,TKM,6949869.0,91559231488.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2021,TKM,7091984.0,95789277184.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2022,TKM,7230147.0,97502945280.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2023,TKM,7364394.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,2024,TKM,7494433.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,1965,,229779245.0,1702799474688.0,,,5.168,8.097,1.861,22.492,,0.075
USSR,1966,,232436143.0,1785145327616.0,10.926,0.565,5.733,8.879,2.064,24.665,,0.078
USSR,1967,,234999967.0,1864068890624.0,9.208,0.528,6.261,9.591,2.254,26.642,,0.081
USSR,1968,,237457469.0,1973355151360.0,39.02,2.443,8.704,13.195,3.133,36.654,,0.109
USSR,1969,,239819466.0,2001067180032.0,15.938,1.387,10.091,15.148,3.633,42.077,,0.121
USSR,1970,,241944235.0,2154659446784.0,20.803,2.099,12.19,18.138,4.388,50.384,,0.139
USSR,1971,,244071411.0,2212064395264.0,22.759,2.774,14.965,22.072,5.387,61.312,,0.162
USSR,1972,,246380465.0,2224850468864.0,82.527,12.35,27.314,39.91,9.833,110.862,,0.282
USSR,1973,,248656918.0,2411718508544.0,45.528,12.436,39.75,57.549,14.31,159.859,,0.39
USSR,1974,,250946901.0,2481780686848.0,49.969,19.863,59.613,85.519,21.461,237.551,,0.555
USSR,1975,,253334898.0,2488941412352.0,33.34,19.875,79.488,112.956,28.616,313.766,,0.705
USSR,1976,,255859990.0,2605564297216.0,33.328,26.492,105.98,149.115,38.153,414.21,,0.904
USSR,1977,,258479136.0,2666906779648.0,33.754,35.773,141.752,197.427,51.031,548.409,,1.158
USSR,1978,,261043015.0,2734243708928.0,2.806,3.977,145.73,200.973,52.463,558.259,,1.141
USSR,1979,,263351411.0,2720855490560.0,13.638,19.875,165.605,226.381,59.618,628.836,,1.262
USSR,1980,,265482946.0,2724411998208.0,23.996,39.738,205.342,278.448,73.923,773.468,,1.531
USSR,1981,,267670047.0,2749333241856.0,17.81,36.571,241.913,325.358,87.089,903.773,,1.766
USSR,1982,,269984555.0,2816923140096.0,15.117,36.571,278.484,371.333,100.254,1031.48,,1.983
USSR,1983,,272555073.0,2906890436608.0,11.113,30.948,309.432,408.708,111.395,1135.3,,2.158
USSR,1984,,275223216.0,2944378863616.0,29.088,90.008,399.44,522.479,143.798,1451.331,,2.685
Ukraine,1985,UKR,51108721.0,478213668864.0,,,148.074,1043.008,53.307,2897.244,19.598,5.335
Ukraine,1986,UKR,51318690.0,480702431232.0,-19.881,-29.438,118.636,832.232,42.709,2311.757,15.662,4.255
Ukraine,1987,UKR,51515681.0,494152220672.0,18.067,21.434,140.07,978.835,50.425,2718.986,17.913,4.919
Ukraine,1988,UKR,51724803.0,499008438272.0,42.787,59.932,200.002,1391.999,72.001,3866.663,24.226,7.02
Ukraine,1989,UKR,51917779.0,519237894144.0,-7.617,-15.235,184.768,1281.187,66.516,3558.853,22.525,6.777
Ukraine,1990,UKR,52054034.0,495935160320.0,14.527,26.841,211.608,1463.479,76.18,4065.167,25.333,6.637
Ukraine,1991,UKR,52170917.0,460353470464.0,-1.376,-2.911,208.697,1440.074,75.13,4000.26,26.832,6.985
Ukraine,1992,UKR,52323629.0,421710462976.0,-1.838,-3.836,204.861,1409.497,73.75,3915.269,29.042,8.114
Ukraine,1993,UKR,52350078.0,367893676032.0,2.024,4.147,209.008,1437.247,75.24,3992.512,32.521,9.45
Ukraine,1994,UKR,52075944.0,288418660352.0,-8.499,-17.764,191.244,1322.108,68.85,3672.414,33.72,10.121
Ukraine,1995,UKR,51665488.0,257477951488.0,2.433,4.653,195.897,1364.934,70.52,3791.646,36.079,10.625
Ukraine,1996,UKR,51226062.0,235602722816.0,12.838,25.15,221.047,1553.506,79.58,4315.132,43.198,12.868
Ukraine,1997,UKR,50786832.0,232333262848.0,-0.181,-0.4,220.647,1563.988,79.43,4344.575,44.34,13.321
Ukraine,1998,UKR,50379676.0,231737294848.0,-5.28,-11.65,208.997,1493.459,75.24,4148.443,43.409,13.084
Ukraine,1999,UKR,49976390.0,235148312576.0,-4.219,-8.817,200.181,1442.081,72.07,4005.502,41.76,12.72
Ukraine,2000,UKR,49556602.0,253196025856.0,7.321,14.656,214.836,1560.64,77.34,4335.166,45.007,13.607
Ukraine,2001,UKR,49106813.0,281110347776.0,-1.515,-4.424,210.412,1551.109,76.17,4284.774,43.953,13.518
Ukraine,2002,UKR,48677235.0,301087064064.0,2.391,3.26,213.671,1602.186,77.99,4389.551,44.814,13.814
Ukraine,2003,UKR,48315085.0,335257370624.0,4.38,8.143,221.815,1684.981,81.41,4591.003,45.083,13.99
Ukraine,2004,UKR,47979445.0,381078077440.0,6.899,14.017,235.832,1813.693,87.02,4915.271,47.698,14.935
Ukraine,2005,UKR,47585510.0,399366225920.0,1.993,2.759,238.591,1865.274,88.76,5013.95,47.621,14.93
Ukraine,2006,UKR,47278638.0,436786757632.0,1.655,2.652,241.243,1908.261,90.22,5102.585,46.599,14.918
Ukraine,2007,UKR,47062750.0,480580665344.0,2.568,4.879,246.122,1966.311,92.54,5229.664,47.154,15.276
Ukraine,2008,UKR,46819115.0,499592167424.0,-2.919,-9.075,237.048,1918.874,89.84,5063.05,46.651,15.246
Ukraine,2009,UKR,46623687.0,431074410496.0,-7.699,-19.399,217.648,1778.495,82.92,4668.191,47.762,16.439
Ukraine,2010,UKR,46455954.0,439429791744.0,7.51,14.518,232.167,1919.022,89.15,4997.565,47.214,16.357
Ukraine,2011,UKR,46307812.0,471221174272.0,1.229,1.636,233.802,1948.915,90.25,5048.875,46.294,15.929
Ukraine,2012,UKR,46210001.0,472276729856.0,-0.122,-1.489,232.313,1950.66,90.14,5027.329,45.324,16.174
Ukraine,2013,UKR,46126715.0,472286167040.0,-7.686,-19.502,212.811,1803.944,83.21,4613.611,42.81,15.622
Ukraine,2014,UKR,45972329.0,441233309696.0,6.225,12.098,224.909,1922.678,88.39,4892.261,48.348,18.714
Ukraine,2015,UKR,45784854.0,398045413376.0,-0.862,-3.067,221.842,1913.952,87.63,4845.304,53.537,22.236
Ukraine,2016,UKR,45616779.0,407666196480.0,-7.62,-18.45,203.392,1774.566,80.95,4458.709,49.186,19.483
Ukraine,2017,UKR,45435996.0,417287110656.0,5.715,10.549,213.941,1883.529,85.58,4708.613,54.845,22.079
Ukraine,2018,UKR,45208854.0,431842099200.0,-1.377,-3.995,209.946,1866.891,84.4,4643.903,52.796,20.877
Ukraine,2019,UKR,44957402.0,445656694784.0,-1.653,-4.493,205.452,1846.192,83.0,4569.931,53.847,21.597
Ukraine,2020,UKR,44679967.0,428931219456.0,-8.193,-17.297,188.155,1705.462,76.2,4211.167,51.56,20.632
Ukraine,2021,UKR,44298591.0,443313258496.0,13.127,24.176,212.331,1946.112,86.21,4793.167,55.455,22.891
Ukraine,2022,UKR,41048717.0,309166669824.0,-27.869,-59.551,152.78,1512.106,62.07,3721.915,55.066,24.911
Ukraine,2023,UKR,37732781.0,,-16.213,-25.707,127.073,1388.978,52.41,3367.713,50.696,21.827
Ukraine,2024,UKR,37860172.0,,1.727,2.195,129.268,1380.871,52.28,3414.361,59.396,21.697
United Arab Emirates,1965,ARE,167067.0,5997095424.0,,,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1966,ARE,173945.0,6609458176.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1967,ARE,179663.0,7284736000.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1968,ARE,199390.0,8028547072.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1969,ARE,239628.0,8853531648.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1970,ARE,286514.0,9759055872.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1971,ARE,334995.0,11392897024.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1972,ARE,384981.0,13298290688.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1973,ARE,436361.0,15523947520.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1974,ARE,489057.0,20552257536.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1975,ARE,542824.0,21211678720.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1976,ARE,615823.0,24401131520.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1977,ARE,710170.0,28656111616.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1978,ARE,809251.0,27984656384.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1979,ARE,911974.0,34949636096.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1980,ARE,1015670.0,44180586496.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1981,ARE,1099821.0,45416116224.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1982,ARE,1166332.0,41674108928.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1983,ARE,1235269.0,39582306304.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1984,ARE,1305961.0,41273712640.0,,0.0,0.0,0.0,0.0,0.0,,0.0
United Arab Emirates,1985,ARE,1377874.0,40307253248.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1986,ARE,1467334.0,31750852608.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1987,ARE,1574214.0,32884649984.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1988,ARE,1681747.0,32803829760.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1989,ARE,1789812.0,36287311872.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1990,ARE,1898182.0,40641368064.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1991,ARE,2006584.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1992,ARE,2114680.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1993,ARE,2222054.0,55149662208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1994,ARE,2328151.0,64654417920.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1995,ARE,2434622.0,75243839488.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1996,ARE,2597523.0,87750959104.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1997,ARE,2817373.0,104923201536.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1998,ARE,3040384.0,115962052608.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,1999,ARE,3265963.0,131410911232.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2000,ARE,3493539.0,160530694144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2001,ARE,3723546.0,177271832576.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2002,ARE,3956774.0,195394879488.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2003,ARE,4192414.0,224547225600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2004,ARE,4428915.0,252047949824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2005,ARE,4664749.0,262413271040.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2006,ARE,5009050.0,307378585600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2007,ARE,5624590.0,367816179712.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2008,ARE,6302620.0,464692477952.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2009,ARE,6707016.0,480551534592.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2010,ARE,6938332.0,490048913408.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2011,ARE,7199389.0,551070269440.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2012,ARE,7497073.0,577394900992.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2013,ARE,7831805.0,606587977728.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2014,ARE,8236833.0,631858462720.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2015,ARE,8674586.0,674742730752.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2016,ARE,9030811.0,712265105408.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2017,ARE,9234286.0,717500186624.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2018,ARE,9346819.0,726928195584.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2019,ARE,9377805.0,734982504448.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2020,ARE,9448476.0,698549469184.0,,4.017,4.017,172.515,1.63,425.148,1.187,0.339
United Arab Emirates,2021,ARE,9789001.0,725904654336.0,548.368,21.964,25.981,1077.74,10.55,2654.082,7.078,2.097
United Arab Emirates,2022,ARE,10242033.0,779701518336.0,90.598,23.416,49.397,1962.501,20.1,4822.981,13.111,3.657
United Arab Emirates,2023,ARE,10642052.0,,71.307,34.604,84.002,3032.31,32.27,7893.358,19.554,5.878
United Arab Emirates,2024,ARE,11027083.0,,17.957,15.084,99.085,3684.111,40.625,8985.637,22.919,6.528
United Kingdom,1965,GBR,54358980.0,844870778880.0,,,42.042,278.427,15.135,773.408,,1.816
United Kingdom,1966,GBR,54676292.0,861009739776.0,33.578,14.117,56.158,369.758,20.217,1027.106,,2.415
United Kingdom,1967,GBR,54973620.0,880333291520.0,15.136,8.5,64.658,423.421,23.277,1176.17,,2.78
United Kingdom,1968,GBR,55240601.0,916165885952.0,12.514,8.092,72.75,474.108,26.19,1316.966,,3.02
United Kingdom,1969,GBR,55456156.0,932854038528.0,11.207,8.153,80.903,525.19,29.125,1458.86,,3.241
United Kingdom,1970,GBR,55663752.0,954756366336.0,-10.688,-8.647,72.256,467.306,26.012,1298.072,,2.835
United Kingdom,1971,GBR,55890332.0,975018065920.0,5.905,4.267,76.522,492.894,27.548,1369.149,,3.059
United Kingdom,1972,GBR,56079191.0,1009534173184.0,6.643,5.083,81.606,523.866,29.378,1455.184,,3.215
United Kingdom,1973,GBR,56188738.0,1077433270272.0,-4.701,-3.836,77.769,498.267,27.997,1384.075,,2.918
United Kingdom,1974,GBR,56224492.0,1062802292736.0,20.074,15.611,93.381,597.907,33.617,1660.852,,3.69
United Kingdom,1975,GBR,56220085.0,1061564055552.0,-9.754,-9.108,84.272,539.629,30.338,1498.97,,3.532
United Kingdom,1976,GBR,56201097.0,1085394059264.0,19.174,16.158,100.431,643.315,36.155,1786.986,,4.125
United Kingdom,1977,GBR,56175779.0,1108973453312.0,10.693,10.739,111.169,712.424,40.021,1978.957,,4.483
United Kingdom,1978,GBR,56175504.0,1148502802432.0,-6.989,-7.769,103.4,662.638,37.224,1840.66,,4.146
United Kingdom,1979,GBR,56218716.0,1180113305600.0,2.912,3.011,106.411,681.41,38.308,1892.806,,4.076
United Kingdom,1980,GBR,56282054.0,1160744140800.0,-3.354,-3.569,102.842,657.812,37.023,1827.255,,4.324
United Kingdom,1981,GBR,56304540.0,1145637961728.0,2.555,2.628,105.469,674.351,37.969,1873.196,,4.562
United Kingdom,1982,GBR,56292705.0,1163414863872.0,15.81,16.675,122.144,781.131,43.972,2169.809,,5.353
United Kingdom,1983,GBR,56332011.0,1204671086592.0,13.545,16.544,138.689,886.317,49.928,2461.991,,6.055
United Kingdom,1984,GBR,56451263.0,1234772426752.0,8.114,11.253,149.942,956.205,53.979,2656.126,,6.549
United Kingdom,1985,GBR,56606370.0,1278428446720.0,13.183,19.767,169.708,1079.296,61.095,2998.043,20.496,7.112
United Kingdom,1986,GBR,56751883.0,1334598565888.0,-3.3,-5.6,164.108,1041.005,59.079,2891.681,19.623,6.691
United Kingdom,1987,GBR,56885983.0,1398100983808.0,-6.501,-10.669,153.439,971.03,55.238,2697.305,18.284,6.266
United Kingdom,1988,GBR,57026498.0,1467801403392.0,14.877,22.828,176.267,1112.746,63.456,3090.961,20.548,7.105
United Kingdom,1989,GBR,57182093.0,1499837497344.0,13.045,22.994,199.261,1254.484,71.734,3484.677,22.803,8.023
United Kingdom,1990,GBR,57367820.0,1505692221440.0,-8.343,-16.625,182.636,1146.113,65.75,3183.599,20.563,7.295
United Kingdom,1991,GBR,57555147.0,1488075358208.0,7.291,13.317,195.953,1225.607,70.54,3404.609,21.847,7.666
United Kingdom,1992,GBR,57719216.0,1491752058880.0,8.88,17.4,213.353,1330.753,76.81,3696.391,23.925,8.401
United Kingdom,1993,GBR,57860992.0,1527509024768.0,16.334,34.85,248.203,1544.218,89.35,4289.639,27.653,9.663
United Kingdom,1994,GBR,58003148.0,1585373249536.0,-1.199,-2.975,245.228,1521.986,88.28,4227.835,27.033,9.664
United Kingdom,1995,GBR,58154574.0,1623858085888.0,0.773,1.894,247.122,1529.716,88.96,4249.403,26.365,9.705
United Kingdom,1996,GBR,58298512.0,1663446679552.0,6.415,15.853,262.975,1623.884,94.67,4510.835,26.982,9.85
United Kingdom,1997,GBR,58447041.0,1713864572928.0,3.671,9.653,272.628,1679.298,98.15,4664.526,27.989,10.393
United Kingdom,1998,GBR,58626774.0,1766619873280.0,1.365,3.722,276.35,1697.006,99.49,4713.714,27.43,10.45
United Kingdom,1999,GBR,58838619.0,1823341936640.0,-4.375,-12.092,264.258,1616.795,95.13,4491.236,25.84,10.039
United Kingdom,2000,GBR,59057278.0,1889565278208.0,-10.585,-27.973,236.285,1440.297,85.06,4000.954,22.559,8.891
United Kingdom,2001,GBR,59288055.0,1939268304896.0,5.913,12.589,248.875,1519.53,90.09,4197.723,23.414,9.267
United Kingdom,2002,GBR,59540709.0,1983994265600.0,-2.491,-8.194,240.68,1475.461,87.85,4042.285,22.686,9.172
United Kingdom,2003,GBR,59820332.0,2050625372160.0,0.954,0.971,241.652,1482.606,88.69,4039.629,22.272,9.077
United Kingdom,2004,GBR,60169911.0,2099526631424.0,-9.795,-24.852,216.8,1329.568,80.0,3603.126,20.309,8.076
United Kingdom,2005,GBR,60596057.0,2161729470464.0,2.024,2.604,219.404,1346.952,81.62,3620.755,20.49,8.109
United Kingdom,2006,GBR,61051051.0,2212618829824.0,-7.556,-17.664,201.74,1235.851,75.45,3304.443,18.992,7.55
United Kingdom,2007,GBR,61535810.0,2267631583232.0,-16.464,-34.111,167.629,1024.282,63.03,2724.082,15.884,6.451
United Kingdom,2008,GBR,62027249.0,2252034801664.0,-16.727,-29.144,138.485,846.241,52.49,2232.647,13.495,5.424
United Kingdom,2009,GBR,62506169.0,2151479246848.0,31.65,42.874,181.359,1105.491,69.1,2901.454,18.341,7.507
United Kingdom,2010,GBR,63006430.0,2190919860224.0,-10.07,-19.537,161.822,986.249,62.14,2568.342,16.264,6.556
United Kingdom,2011,GBR,63509238.0,2223011266560.0,11.009,16.884,178.706,1086.141,68.98,2813.855,18.746,7.691
United Kingdom,2012,GBR,63960443.0,2255210414080.0,2.065,2.751,181.456,1100.837,70.41,2837.009,19.35,7.669
United Kingdom,2013,GBR,64389337.0,2296252465152.0,0.287,-0.876,180.58,1096.61,70.61,2804.506,19.708,7.596
United Kingdom,2014,GBR,64865865.0,2369725399040.0,-9.714,-18.372,162.209,982.797,63.75,2500.677,18.856,7.229
United Kingdom,2015,GBR,65382063.0,2426435796992.0,10.348,15.88,178.088,1075.83,70.34,2723.811,20.757,7.862
United Kingdom,2016,GBR,65893305.0,2478973124608.0,1.963,2.128,180.216,1088.578,71.73,2734.971,21.148,8.074
United Kingdom,2017,GBR,66354423.0,2539548573696.0,-1.938,-4.376,175.841,1060.065,70.34,2650.023,20.797,7.87
United Kingdom,2018,GBR,66752425.0,2582848208896.0,-7.496,-13.991,161.85,974.646,65.06,2424.635,19.495,7.262
United Kingdom,2019,GBR,67110910.0,2624285048832.0,-13.648,-22.781,139.069,837.122,56.18,2072.231,17.175,6.396
United Kingdom,2020,GBR,67351806.0,2334803886080.0,-10.581,-15.022,124.047,746.528,50.28,1841.779,15.967,6.32
United Kingdom,2021,GBR,67668749.0,2512190177280.0,-8.231,-10.491,113.556,678.304,45.9,1678.122,14.846,5.754
United Kingdom,2022,GBR,68179267.0,2615230595072.0,2.812,2.907,116.463,699.92,47.72,1708.19,14.807,5.851
United Kingdom,2023,GBR,68682907.0,,-14.355,-17.449,99.015,593.306,40.75,1441.62,14.252,5.187
United Kingdom,2024,GBR,69138140.0,,-0.02,-0.02,98.995,590.412,40.82,1431.838,14.51,5.164
United States,1965,USA,195653733.0,4156141338624.0,,,10.692,19.673,3.849,54.648,,0.074
United States,1966,USA,198265356.0,4428300025856.0,50.953,5.448,16.14,29.306,5.81,81.406,,0.106
United States,1967,USA,200699861.0,4538979319808.0,38.684,6.244,22.384,40.15,8.058,111.528,,0.142
United States,1968,USA,203010975.0,4754925682688.0,63.659,14.249,36.633,64.961,13.188,180.447,,0.22
United States,1969,USA,205299986.0,4903769997312.0,11.17,4.092,40.725,71.412,14.661,198.367,,0.232
United States,1970,USA,207796288.0,4912635707392.0,56.553,23.031,63.756,110.455,22.952,306.818,,0.351
United States,1971,USA,210426379.0,5065682190336.0,74.756,47.661,111.417,190.613,40.11,529.481,,0.601
United States,1972,USA,212842531.0,5334296952832.0,41.955,46.744,158.161,267.513,56.938,743.09,,0.813
United States,1973,USA,215006504.0,5637202771968.0,54.331,85.931,244.092,408.7,87.873,1135.277,,1.203
United States,1974,USA,217076422.0,5621366128640.0,36.531,89.17,333.262,552.683,119.974,1535.231,,1.685
United States,1975,USA,219129243.0,5605794775040.0,51.352,171.138,504.401,828.663,181.584,2301.842,,2.62
United States,1976,USA,221168704.0,5899591090176.0,10.781,54.381,558.782,909.539,201.162,2526.498,,2.751
United States,1977,USA,223259362.0,6166912434176.0,31.281,174.795,733.577,1182.874,264.088,3285.761,,3.52
United States,1978,USA,225396049.0,6518624223232.0,10.172,74.619,808.196,1290.842,290.951,3585.671,,3.796
United States,1979,USA,227575037.0,6740172603392.0,-7.687,-62.13,746.066,1180.199,268.584,3278.33,,3.467
United States,1980,USA,229858606.0,6743208230912.0,-1.583,-11.81,734.256,1149.977,264.332,3194.381,,3.55
United States,1981,USA,232201562.0,6911865389056.0,8.585,63.035,797.291,1236.102,287.025,3433.616,,3.972
United States,1982,USA,234583103.0,6782206345216.0,3.704,29.531,826.822,1268.872,297.656,3524.646,,4.297
United States,1983,USA,236986311.0,7066236747776.0,3.856,31.883,858.705,1304.438,309.134,3623.437,,4.479
United States,1984,USA,239353915.0,7581108011008.0,11.562,99.288,957.993,1440.868,344.877,4002.411,,4.753
United States,1985,USA,241690387.0,7874872344576.0,17.11,163.91,1121.903,1671.084,403.885,4641.9,15.2,5.579
United States,1986,USA,243953759.0,8146027806720.0,7.909,88.735,1210.638,1786.525,435.83,4962.57,16.286,5.966
United States,1987,USA,246161249.0,8432566927360.0,9.959,120.562,1331.2,1946.821,479.232,5407.837,17.287,6.344
United States,1988,USA,248393183.0,8787202670592.0,15.749,209.657,1540.857,2233.187,554.708,6203.297,19.033,7.023
United States,1989,USA,250674998.0,9091291283456.0,0.452,6.964,1547.821,2222.86,557.216,6174.612,17.659,6.89
United States,1990,USA,253373337.0,9250377039872.0,8.975,138.909,1686.73,2396.554,607.223,6657.094,18.783,7.489
United States,1991,USA,256471373.0,9224687976448.0,6.189,104.396,1791.126,2514.142,644.805,6983.727,19.714,7.964
United States,1992,USA,259605966.0,9552658432000.0,1.014,18.161,1809.287,2508.969,651.343,6969.359,19.831,7.925
United States,1993,USA,262633187.0,9814940844032.0,-1.371,-24.81,1784.477,2446.042,642.412,6794.561,18.869,7.656
United States,1994,USA,265474761.0,10211205054464.0,4.94,88.154,1872.631,2539.402,674.147,7053.895,19.492,7.889
United States,1995,USA,268205740.0,10488856444928.0,5.147,96.381,1969.012,2642.913,708.844,7341.424,19.87,8.121
United States,1996,USA,270860655.0,10886951469056.0,0.197,3.878,1972.891,2622.162,710.241,7283.784,19.388,7.872
